AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Temp,Posicion
0.43,0.82,0.14,-16.00,16.00,-12.59,38.06,Frente
0.37,0.76,0.26,-16.00,12.45,-15.56,38.08,Frente
0.42,0.66,0.48,-16.00,-5.26,6.93,38.06,Frente
0.36,0.57,0.56,-16.00,16.00,16.00,38.07,Frente
0.32,0.41,0.70,-16.00,16.00,-11.37,38.07,posicion no valida
0.28,0.33,0.79,-16.00,11.05,1.36,38.05,posicion no valida
0.24,0.35,0.88,-16.00,-16.00,0.68,38.04,Abajo
0.28,0.27,0.79,-4.03,-11.74,-1.85,38.06,posicion no valida
0.29,0.26,0.78,-0.11,-1.61,0.68,38.04,posicion no valida
0.28,0.27,0.78,-2.88,9.74,-0.68,38.00,posicion no valida
0.29,0.26,0.78,0.43,-5.49,-0.68,38.04,posicion no valida
0.29,0.27,0.78,9.47,12.37,0.88,38.04,posicion no valida
0.29,0.26,0.81,-0.98,7.10,2.11,38.09,Abajo
0.28,0.27,0.79,-9.51,-2.77,1.46,38.04,posicion no valida
0.28,0.28,0.80,1.83,9.18,6.34,38.01,posicion no valida
0.29,0.26,0.79,-1.82,-3.49,-0.44,38.05,posicion no valida
0.29,0.25,0.79,-5.05,10.94,-0.59,38.05,posicion no valida
0.29,0.28,0.78,-5.01,-3.26,-1.95,38.06,posicion no valida
0.28,0.27,0.79,3.32,-1.23,-4.78,38.03,posicion no valida
0.28,0.26,0.79,0.30,-12.35,-1.51,38.05,posicion no valida
0.27,0.25,0.78,-7.49,5.18,-3.03,38.06,posicion no valida
0.28,0.27,0.79,-4.59,16.00,-1.37,38.05,posicion no valida
0.30,0.25,0.79,-2.42,-1.15,5.17,38.05,posicion no valida
0.28,0.26,0.79,1.16,-16.00,0.93,38.06,posicion no valida
0.28,0.27,0.79,-5.69,-13.55,-0.93,38.06,posicion no valida
0.29,0.28,0.78,-1.65,-0.59,-2.26,38.05,posicion no valida
0.28,0.27,0.79,-7.68,-0.06,-1.56,38.04,posicion no valida
0.29,0.26,0.78,-4.54,2.92,-2.54,38.06,posicion no valida
0.29,0.26,0.79,-4.32,-10.91,-1.56,38.05,posicion no valida
0.29,0.25,0.81,-12.22,-4.36,-3.07,38.02,Abajo
0.30,0.26,0.80,-9.35,-11.22,-2.98,38.05,Abajo
0.29,0.26,0.79,-1.14,-8.05,-2.68,38.06,posicion no valida
0.28,0.25,0.79,3.61,4.46,0.39,38.07,posicion no valida
0.28,0.27,0.79,0.81,-13.85,0.49,38.07,posicion no valida
0.28,0.27,0.80,-9.08,9.13,-2.83,38.06,posicion no valida
0.29,0.26,0.79,-9.21,-0.29,0.10,38.07,posicion no valida
0.29,0.25,0.79,-3.27,0.81,-0.39,38.05,posicion no valida
0.29,0.26,0.79,4.76,12.98,-5.33,38.03,posicion no valida
0.29,0.24,0.78,3.36,11.15,-1.85,38.04,posicion no valida
0.28,0.25,0.79,8.03,10.71,-2.34,38.06,posicion no valida
0.27,0.27,0.79,-4.20,-1.94,-4.29,38.07,posicion no valida
0.28,0.27,0.80,-5.73,-1.42,-1.45,38.03,Abajo
0.29,0.27,0.79,-1.27,1.37,-1.56,38.04,posicion no valida
0.29,0.27,0.80,-4.41,1.94,-2.00,38.05,posicion no valida
0.30,0.27,0.81,-1.43,-16.00,0.54,38.05,Abajo
0.29,0.27,0.80,-1.40,1.94,-1.76,38.07,Abajo
0.29,0.27,0.80,0.25,10.19,-0.25,38.01,posicion no valida
0.29,0.28,0.79,-0.55,-15.02,-2.00,38.03,posicion no valida
0.29,0.27,0.77,9.60,-5.75,-2.68,38.05,posicion no valida
0.29,0.25,0.79,2.97,5.40,-1.76,38.05,posicion no valida
0.29,0.25,0.80,0.51,0.62,-0.59,38.05,Abajo
0.29,0.27,0.81,-3.82,-0.89,2.48,38.05,Abajo
0.29,0.27,0.78,-2.55,-6.50,2.83,38.04,posicion no valida
0.28,0.27,0.80,5.91,16.00,-0.49,38.02,posicion no valida
0.28,0.27,0.79,-5.33,-1.12,-2.29,38.03,posicion no valida
0.30,0.27,0.78,5.35,-7.45,5.90,38.04,posicion no valida
0.29,0.27,0.81,-7.39,2.43,1.17,38.05,Abajo
0.30,0.27,0.78,-4.92,7.74,2.31,38.03,posicion no valida
0.29,0.27,0.79,0.81,-1.23,2.74,38.03,posicion no valida
0.30,0.26,0.79,-9.21,7.44,-0.20,38.06,posicion no valida
0.28,0.27,0.79,-0.84,-2.74,1.80,38.05,posicion no valida
0.28,0.25,0.78,-7.60,-4.85,-1.22,38.04,posicion no valida
0.29,0.27,0.79,-6.32,-8.50,4.19,38.02,posicion no valida
0.29,0.26,0.78,4.89,2.12,-1.85,38.03,posicion no valida
0.28,0.26,0.78,7.60,0.24,0.34,38.03,posicion no valida
0.29,0.24,0.78,-2.25,1.75,0.88,38.03,posicion no valida
0.29,0.26,0.79,-10.36,0.96,-3.62,38.04,posicion no valida
0.29,0.25,0.79,-3.52,12.75,-1.17,38.04,posicion no valida
0.29,0.26,0.80,1.11,0.09,-4.98,38.07,posicion no valida
0.28,0.27,0.79,-7.30,-4.92,-2.83,38.03,posicion no valida
0.29,0.27,0.79,-2.16,-3.75,-0.93,38.04,posicion no valida
0.29,0.26,0.79,-5.05,0.01,-1.22,38.04,posicion no valida
0.28,0.27,0.78,7.48,-0.14,-2.73,38.05,posicion no valida
0.29,0.27,0.78,0.00,-9.33,1.66,38.02,posicion no valida
0.29,0.25,0.80,-0.59,-10.76,0.78,38.04,posicion no valida
0.28,0.27,0.78,0.73,16.00,-0.00,38.02,posicion no valida
0.29,0.27,0.78,-3.52,5.88,0.24,38.04,posicion no valida
0.27,0.27,0.80,-7.58,-7.33,1.90,38.02,posicion no valida
0.28,0.27,0.80,-0.68,1.97,-2.68,38.03,posicion no valida
0.29,0.28,0.79,-2.37,-10.74,2.15,38.03,posicion no valida
0.29,0.27,0.78,-7.21,14.12,-2.39,38.03,posicion no valida
0.29,0.24,0.79,-9.05,1.63,-4.15,38.05,posicion no valida
0.29,0.26,0.79,-8.87,2.99,-0.88,38.01,posicion no valida
0.29,0.26,0.80,-8.49,0.75,-4.93,38.02,Abajo
0.30,0.26,0.79,-1.86,-12.19,-1.95,37.99,posicion no valida
0.28,0.26,0.79,-4.97,8.04,-5.66,38.03,posicion no valida
0.29,0.27,0.78,0.22,-8.95,2.88,38.01,posicion no valida
0.30,0.26,0.79,-1.99,16.00,-0.39,38.04,posicion no valida
0.28,0.27,0.80,-13.08,-16.00,5.66,38.05,posicion no valida
0.30,0.26,0.79,12.16,9.13,5.95,38.04,posicion no valida
0.29,0.25,0.79,5.48,11.96,2.24,38.01,posicion no valida
0.29,0.26,0.78,-1.18,8.98,-0.20,38.02,posicion no valida
0.28,0.26,0.78,2.51,4.99,-6.73,38.06,posicion no valida
0.29,0.27,0.79,-2.88,12.79,1.75,38.00,posicion no valida
0.29,0.27,0.79,4.44,14.18,1.76,38.02,posicion no valida
0.29,0.25,0.79,0.13,-9.44,-0.00,38.04,posicion no valida
0.29,0.25,0.80,7.26,-0.22,-1.12,38.00,posicion no valida
0.29,0.27,0.78,-2.59,12.15,-1.37,38.00,posicion no valida
0.29,0.26,0.79,2.59,-0.14,-0.96,38.01,posicion no valida
0.28,0.27,0.79,-1.18,2.01,3.56,38.02,posicion no valida
0.29,0.26,0.79,-9.17,3.32,6.88,38.00,posicion no valida
0.30,0.27,0.79,-0.84,-0.21,6.49,38.02,posicion no valida
0.28,0.25,0.80,-2.93,-3.08,1.57,38.00,posicion no valida
0.29,0.26,0.80,4.67,-1.27,-2.44,38.03,posicion no valida
0.28,0.27,0.79,-9.80,-5.49,-3.46,38.03,posicion no valida
0.29,0.24,0.80,-7.81,-10.49,2.10,38.03,posicion no valida
0.29,0.26,0.79,-7.98,2.08,3.90,38.03,posicion no valida
0.29,0.24,0.78,-0.63,-12.38,-3.76,38.04,posicion no valida
0.29,0.26,0.78,0.73,-3.00,1.55,38.03,posicion no valida
0.28,0.27,0.78,-4.50,-1.00,-1.79,38.03,posicion no valida
0.29,0.27,0.78,3.36,0.54,-0.10,38.02,posicion no valida
0.29,0.26,0.79,-1.52,12.86,-3.56,38.02,posicion no valida
0.28,0.27,0.78,-2.88,16.00,-2.25,38.01,posicion no valida
0.29,0.28,0.81,-10.40,-15.89,-0.73,38.02,Abajo
0.29,0.26,0.79,-2.63,-7.13,-2.05,38.02,posicion no valida
0.29,0.27,0.80,11.17,-9.37,2.58,38.00,posicion no valida
0.29,0.26,0.80,-1.48,-7.60,-2.93,38.02,posicion no valida
0.29,0.27,0.78,2.85,-16.00,-2.15,38.02,posicion no valida
0.29,0.25,0.80,1.32,0.24,-1.38,38.04,posicion no valida
0.28,0.26,0.79,3.61,16.00,-1.66,38.04,posicion no valida
0.28,0.27,0.79,2.42,2.50,-2.34,38.05,posicion no valida
0.29,0.26,0.80,0.47,-5.49,-4.78,38.01,posicion no valida
0.31,0.26,0.80,-5.76,15.12,-2.49,38.04,posicion no valida
0.28,0.27,0.79,-8.68,11.77,-2.78,38.02,posicion no valida
0.29,0.26,0.79,-6.22,-2.81,-0.25,38.00,posicion no valida
0.29,0.26,0.79,6.36,-4.51,-1.90,38.02,posicion no valida
0.28,0.28,0.80,-0.04,-5.37,0.17,38.02,posicion no valida
0.30,0.25,0.79,-0.66,5.70,0.17,37.97,posicion no valida
0.28,0.25,0.78,0.77,-7.11,2.54,38.02,posicion no valida
0.29,0.26,0.80,7.48,-6.69,-2.54,38.02,posicion no valida
0.28,0.25,0.78,4.39,13.73,-1.22,37.99,posicion no valida
0.29,0.27,0.78,-0.34,16.00,-1.07,38.02,posicion no valida
0.28,0.27,0.81,3.06,16.00,-1.73,38.02,Abajo
0.29,0.27,0.79,-5.12,6.50,0.10,38.01,posicion no valida
0.28,0.24,0.76,-1.19,-8.39,6.24,38.04,posicion no valida
0.28,0.26,0.79,5.31,-15.62,2.63,38.03,posicion no valida
0.29,0.25,0.78,0.67,2.43,-0.68,38.00,posicion no valida
0.29,0.26,0.78,-15.56,10.72,-0.20,38.00,posicion no valida
0.28,0.27,0.81,0.85,-8.95,3.71,38.00,Abajo
0.29,0.25,0.78,-1.45,2.95,0.24,38.02,posicion no valida
0.29,0.25,0.80,-8.87,-0.74,-2.34,38.01,Abajo
0.29,0.26,0.78,-4.20,4.01,-1.90,38.02,posicion no valida
0.30,0.25,0.78,-11.69,16.00,-5.56,38.01,posicion no valida
0.28,0.25,0.79,-4.67,-0.70,-1.76,38.02,posicion no valida
0.29,0.27,0.79,-4.71,3.25,-1.07,38.01,posicion no valida
0.29,0.26,0.79,2.59,-6.02,-2.83,38.03,posicion no valida
0.29,0.25,0.78,-1.14,-1.95,-3.07,37.99,posicion no valida
0.27,0.24,0.79,3.27,-4.51,2.29,37.99,posicion no valida
0.28,0.27,0.80,-5.22,2.73,-7.90,37.99,posicion no valida
0.28,0.25,0.81,-6.19,6.64,-0.49,38.00,Abajo
0.30,0.25,0.80,-7.71,2.58,0.54,37.97,posicion no valida
0.29,0.27,0.79,9.05,1.97,0.34,38.01,posicion no valida
0.29,0.26,0.78,-9.51,9.02,1.22,38.00,posicion no valida
0.29,0.25,0.79,-10.47,-4.13,1.32,37.99,posicion no valida
0.29,0.24,0.77,5.40,0.62,3.32,38.03,posicion no valida
0.29,0.26,0.79,-5.47,16.00,1.22,38.01,posicion no valida
0.29,0.27,0.79,-1.78,8.70,1.46,38.01,posicion no valida
0.29,0.26,0.79,5.57,2.24,-2.98,38.00,posicion no valida
0.29,0.26,0.81,-2.29,0.99,5.22,38.01,Abajo
0.28,0.25,0.78,-1.68,-4.73,4.63,37.98,posicion no valida
0.28,0.26,0.78,0.81,2.43,3.22,38.01,posicion no valida
0.29,0.27,0.78,-1.30,13.50,-0.47,37.98,posicion no valida
0.29,0.25,0.79,-4.33,6.23,1.13,38.00,posicion no valida
0.29,0.26,0.78,-2.53,-15.97,-0.39,37.96,posicion no valida
0.29,0.27,0.78,-13.03,9.43,0.73,37.98,posicion no valida
0.29,0.24,0.80,-6.12,-1.00,-5.90,38.02,posicion no valida
0.29,0.27,0.78,1.66,-16.00,-1.51,38.00,posicion no valida
0.28,0.26,0.79,-9.08,0.35,-2.88,37.99,posicion no valida
0.29,0.26,0.79,-5.88,12.37,-3.42,37.98,posicion no valida
0.30,0.26,0.79,-11.46,-3.23,-1.32,38.00,posicion no valida
0.29,0.26,0.78,-5.05,-7.30,0.24,37.98,posicion no valida
0.28,0.25,0.79,-2.08,15.97,-2.44,38.02,posicion no valida
0.29,0.27,0.80,-4.71,2.84,-2.44,37.99,posicion no valida
0.29,0.28,0.81,-12.65,-1.27,2.65,38.00,Abajo
0.29,0.24,0.78,5.31,-1.04,1.76,38.00,posicion no valida
0.29,0.27,0.79,-1.23,-2.93,2.93,38.00,posicion no valida
0.28,0.25,0.79,1.07,8.19,2.34,37.98,posicion no valida
0.29,0.27,0.79,-6.66,-5.53,-0.31,38.00,posicion no valida
0.29,0.27,0.79,-5.09,-10.99,-1.85,37.98,posicion no valida
0.29,0.25,0.79,8.03,-7.01,-2.98,37.99,posicion no valida
0.30,0.27,0.80,3.10,-4.13,4.10,38.00,posicion no valida
0.30,0.27,0.78,-2.03,-15.92,1.32,38.00,posicion no valida
0.29,0.25,0.80,0.15,5.44,0.34,37.98,posicion no valida
0.29,0.27,0.78,-0.62,-1.79,-1.56,37.95,posicion no valida
0.29,0.26,0.79,-3.19,15.05,-3.86,37.97,posicion no valida
0.29,0.27,0.79,-2.74,-3.08,-2.05,37.98,posicion no valida
0.29,0.25,0.79,-2.71,6.57,-2.17,37.99,posicion no valida
0.29,0.24,0.80,-2.54,-4.58,-7.32,38.00,posicion no valida
0.29,0.26,0.80,-12.56,15.78,-3.71,37.99,posicion no valida
0.29,0.27,0.79,3.20,14.97,1.61,37.99,posicion no valida
0.30,0.26,0.79,2.50,-4.73,-1.81,38.00,posicion no valida
0.29,0.25,0.78,-2.37,-0.59,1.07,37.98,posicion no valida
0.30,0.26,0.79,4.63,-6.20,3.02,37.98,posicion no valida
0.28,0.25,0.79,0.69,2.27,3.43,37.97,posicion no valida
0.29,0.28,0.79,6.42,-2.77,3.71,38.00,posicion no valida
0.29,0.26,0.79,-3.81,-4.17,1.56,37.98,posicion no valida
0.29,0.26,0.79,3.87,5.52,-0.73,38.00,posicion no valida
0.29,0.25,0.80,2.35,16.00,-2.54,37.96,Abajo
0.29,0.28,0.79,-3.42,-9.88,-1.56,37.96,posicion no valida
0.29,0.27,0.79,-2.64,3.29,0.68,37.99,posicion no valida
0.28,0.26,0.78,4.65,10.45,-1.81,37.95,posicion no valida
0.28,0.27,0.79,-12.36,1.82,-2.73,37.97,posicion no valida
0.29,0.26,0.79,2.85,-15.89,-1.95,37.98,posicion no valida
0.29,0.26,0.80,1.70,-6.96,2.73,37.99,posicion no valida
0.29,0.25,0.79,-5.56,-3.42,-2.29,38.01,posicion no valida
0.29,0.26,0.79,-0.03,-2.06,0.39,37.95,posicion no valida
0.28,0.27,0.80,-0.27,-1.49,1.27,38.01,posicion no valida
0.29,0.25,0.80,3.95,-9.78,-7.03,38.00,posicion no valida
0.28,0.26,0.78,-5.16,5.29,-1.27,37.97,posicion no valida
0.29,0.26,0.78,-8.27,-11.39,4.78,37.98,posicion no valida
0.29,0.27,0.80,-14.00,-16.00,-4.00,37.97,Abajo
0.29,0.27,0.79,-0.46,5.48,0.68,38.01,posicion no valida
0.29,0.24,0.78,-2.74,-14.81,3.41,37.98,posicion no valida
0.28,0.26,0.79,-8.56,-8.73,2.68,37.96,posicion no valida
0.29,0.26,0.79,0.57,-3.00,-0.67,37.93,posicion no valida
0.29,0.25,0.79,-8.22,-14.38,-4.83,37.96,posicion no valida
0.29,0.26,0.78,-6.54,-6.32,-2.73,37.99,posicion no valida
0.30,0.27,0.79,6.88,-2.10,3.41,37.99,posicion no valida
0.28,0.25,0.79,-2.32,-7.82,2.73,37.98,posicion no valida
0.28,0.26,0.80,-4.06,-0.06,1.21,37.98,posicion no valida
0.29,0.26,0.81,8.62,12.19,-0.45,38.00,Abajo
0.29,0.26,0.79,4.73,1.78,0.54,37.98,posicion no valida
0.28,0.26,0.80,0.27,-4.32,0.83,37.98,posicion no valida
0.28,0.24,0.79,-4.36,8.68,-2.05,37.98,posicion no valida
0.29,0.27,0.80,-1.38,-10.91,-1.95,37.95,posicion no valida
0.28,0.27,0.79,-3.82,-16.00,-2.83,37.99,posicion no valida
0.29,0.26,0.80,-0.21,10.34,-4.98,38.00,posicion no valida
0.28,0.26,0.80,-6.69,-0.25,-3.29,37.95,posicion no valida
0.29,0.27,0.79,-4.41,-10.35,-2.11,37.99,posicion no valida
0.29,0.26,0.78,5.99,7.66,0.34,37.98,posicion no valida
0.29,0.25,0.80,-4.15,2.31,4.00,37.96,Abajo
0.30,0.27,0.78,-9.59,0.16,-1.03,37.98,posicion no valida
0.29,0.27,0.79,0.36,-9.33,-1.51,37.96,posicion no valida
0.28,0.27,0.79,-11.41,2.95,-5.03,37.96,posicion no valida
0.29,0.26,0.80,-4.19,6.53,-4.05,37.97,posicion no valida
0.29,0.25,0.80,-7.30,8.61,-3.61,37.98,posicion no valida
0.29,0.25,0.78,-11.28,-0.40,-0.68,37.95,posicion no valida
0.29,0.26,0.79,-8.69,-15.21,-0.13,37.98,posicion no valida
0.29,0.24,0.79,-5.21,-2.21,-2.93,37.97,posicion no valida
0.29,0.26,0.80,-1.90,12.71,-4.49,37.96,Abajo
0.29,0.26,0.80,-0.20,-3.68,-4.68,37.97,posicion no valida
0.29,0.26,0.81,-1.31,3.59,-0.16,38.00,Abajo
0.28,0.26,0.78,1.37,-0.70,-0.83,37.96,posicion no valida
0.29,0.27,0.80,-1.34,-3.04,0.63,37.98,posicion no valida
0.29,0.26,0.79,-7.80,-7.48,-1.07,37.98,posicion no valida
0.29,0.27,0.79,-6.40,-2.62,-0.68,37.96,posicion no valida
0.29,0.27,0.79,-5.93,-3.34,0.58,37.95,posicion no valida
0.29,0.27,0.79,-9.58,-3.53,-4.39,37.93,posicion no valida
0.30,0.27,0.80,-2.66,2.52,-3.07,37.97,Abajo
0.27,0.25,0.79,-4.49,15.80,-6.83,37.96,posicion no valida
0.29,0.26,0.80,-1.90,-4.28,-4.64,37.98,posicion no valida
0.30,0.26,0.80,1.47,15.88,1.46,37.96,posicion no valida
0.29,0.26,0.80,1.58,2.39,0.10,37.96,posicion no valida
0.29,0.27,0.79,-3.08,9.89,1.56,37.95,posicion no valida
0.30,0.26,0.78,-4.33,16.00,1.22,37.97,posicion no valida
0.29,0.27,0.79,-7.07,-8.20,1.27,37.95,posicion no valida
0.30,0.27,0.78,-8.99,1.45,-3.32,37.95,posicion no valida
0.29,0.27,0.80,0.36,-5.00,-3.86,37.96,posicion no valida
0.27,0.27,0.79,-6.01,-5.41,3.22,37.98,posicion no valida
0.28,0.25,0.79,-5.93,-13.82,0.66,37.95,posicion no valida
0.29,0.27,0.78,-6.82,11.13,0.88,37.96,posicion no valida
0.28,0.27,0.79,-7.71,13.50,-3.94,37.96,posicion no valida
0.29,0.25,0.81,3.79,5.29,0.03,37.95,Abajo
0.29,0.25,0.79,-9.96,-0.63,-4.68,37.95,posicion no valida
0.28,0.27,0.78,-4.99,9.47,1.65,37.97,posicion no valida
0.28,0.27,0.80,-8.86,4.35,-1.71,37.97,Abajo
0.29,0.25,0.79,-2.10,6.98,-2.93,37.95,posicion no valida
0.29,0.27,0.79,3.50,-3.13,-1.85,37.94,posicion no valida
0.29,0.26,0.80,-1.13,11.36,1.66,37.96,Abajo
0.29,0.25,0.78,-6.40,-15.55,-1.95,37.96,posicion no valida
0.29,0.27,0.80,-2.73,-1.42,-1.07,37.96,posicion no valida
0.28,0.25,0.78,-9.07,0.28,-6.78,37.96,posicion no valida
0.29,0.27,0.79,-6.08,16.00,-6.69,37.94,posicion no valida
0.29,0.26,0.79,-8.69,-1.57,-3.63,37.92,posicion no valida
0.29,0.27,0.78,-14.88,15.39,-2.73,37.95,posicion no valida
0.29,0.27,0.79,3.33,-1.50,-1.03,37.95,posicion no valida
0.29,0.26,0.80,0.74,-0.59,2.00,37.95,Abajo
0.29,0.26,0.79,5.32,3.82,-1.51,37.97,posicion no valida
0.28,0.28,0.79,-8.48,8.00,2.49,37.98,posicion no valida
0.28,0.26,0.80,0.91,12.94,-0.34,37.96,posicion no valida
0.29,0.27,0.78,-6.10,-10.91,-3.61,37.95,posicion no valida
0.30,0.27,0.79,1.03,-12.08,0.19,37.96,posicion no valida
0.29,0.27,0.80,-8.39,-15.59,-1.95,37.96,posicion no valida
0.30,0.27,0.79,-6.69,5.59,-1.02,37.93,posicion no valida
0.29,0.25,0.79,-6.82,-10.31,0.65,37.95,posicion no valida
0.28,0.27,0.79,-14.37,2.43,-3.71,37.95,posicion no valida
0.28,0.25,0.79,4.52,12.34,0.29,37.92,posicion no valida
0.29,0.26,0.80,-9.96,11.77,-2.73,37.94,Abajo
0.30,0.27,0.80,-8.19,-16.00,-0.67,37.99,posicion no valida
0.29,0.27,0.79,-2.10,15.99,-1.17,37.93,posicion no valida
0.29,0.26,0.80,-4.97,-4.88,0.05,37.96,Abajo
0.29,0.25,0.79,2.69,-15.36,1.27,37.91,posicion no valida
0.29,0.26,0.80,-3.46,-5.86,1.36,37.95,posicion no valida
0.30,0.26,0.80,-4.91,1.22,0.39,37.94,posicion no valida
0.29,0.26,0.79,1.25,0.92,2.20,37.96,posicion no valida
0.29,0.27,0.78,-4.61,6.91,-0.88,37.97,posicion no valida
0.28,0.25,0.79,0.36,10.45,1.22,37.95,posicion no valida
0.28,0.27,0.81,-6.73,15.94,-2.00,37.95,Abajo
0.29,0.26,0.79,-7.37,-3.11,-1.27,37.95,posicion no valida
0.29,0.27,0.79,-4.48,-10.31,-1.46,37.95,posicion no valida
0.30,0.26,0.79,2.56,-4.92,0.39,37.95,posicion no valida
0.29,0.27,0.79,1.03,6.34,-0.88,37.95,posicion no valida
0.29,0.28,0.79,-1.55,5.13,-6.10,37.95,posicion no valida
0.29,0.27,0.80,2.27,1.52,-1.56,37.96,posicion no valida
0.29,0.27,0.78,-0.15,-1.95,-3.56,37.94,posicion no valida
0.29,0.26,0.79,-1.85,6.72,3.22,37.93,posicion no valida
0.29,0.27,0.79,2.35,-4.13,6.98,37.95,posicion no valida
0.30,0.25,0.78,6.64,16.00,2.73,37.95,posicion no valida
0.30,0.25,0.77,-1.64,5.59,-4.78,37.93,posicion no valida
0.29,0.26,0.80,-2.91,16.00,-5.42,37.96,posicion no valida
0.29,0.26,0.79,8.59,-2.96,1.22,37.97,posicion no valida
0.28,0.24,0.79,-2.28,-7.00,-0.88,37.96,posicion no valida
0.30,0.26,0.79,5.37,10.26,-4.45,37.96,posicion no valida
0.29,0.26,0.79,-4.75,-8.77,-2.83,37.96,posicion no valida
0.30,0.27,0.79,-4.82,-5.37,-2.68,37.95,posicion no valida
0.29,0.26,0.79,-8.18,-12.27,-3.03,37.98,posicion no valida
0.30,0.27,0.79,-4.84,6.31,-1.66,37.99,posicion no valida
0.29,0.26,0.79,-3.80,6.16,3.07,37.93,posicion no valida
0.30,0.26,0.79,0.57,11.32,-1.61,37.93,posicion no valida
0.29,0.26,0.78,-2.62,-8.43,1.36,37.96,posicion no valida
0.29,0.27,0.79,-13.40,11.85,-1.61,37.95,posicion no valida
0.29,0.26,0.78,-2.83,16.00,-0.98,37.93,posicion no valida
0.30,0.26,0.79,-10.26,-9.22,-1.17,37.94,posicion no valida
0.29,0.26,0.80,-3.08,-6.88,-1.17,37.95,posicion no valida
0.29,0.25,0.79,-12.93,0.39,-2.25,37.93,posicion no valida
0.28,0.27,0.78,0.40,-4.36,-0.49,37.94,posicion no valida
0.28,0.24,0.80,-5.76,2.12,-0.39,37.95,Abajo
0.29,0.26,0.78,2.52,1.45,5.02,37.91,posicion no valida
0.29,0.27,0.80,4.18,16.00,0.24,37.95,posicion no valida
0.30,0.28,0.79,0.61,-5.25,0.54,37.92,posicion no valida
0.29,0.27,0.76,5.65,-14.08,3.22,37.95,posicion no valida
0.29,0.27,0.77,-1.13,7.32,-1.02,37.92,posicion no valida
0.28,0.27,0.79,7.96,-3.00,-5.07,37.95,posicion no valida
0.29,0.24,0.80,-1.68,15.95,-4.20,37.93,Abajo
0.30,0.27,0.79,-3.04,-1.52,-1.56,37.94,posicion no valida
0.30,0.27,0.80,-0.49,13.81,-2.93,37.93,posicion no valida
0.28,0.27,0.78,-2.15,-4.02,-4.00,37.91,posicion no valida
0.29,0.27,0.78,1.16,7.70,-2.05,37.95,posicion no valida
0.29,0.25,0.79,-6.39,0.16,-1.37,37.92,posicion no valida
0.29,0.27,0.79,-4.02,-7.97,-1.66,37.95,posicion no valida
0.29,0.25,0.79,-7.41,3.74,-0.68,37.93,posicion no valida
0.30,0.27,0.79,8.59,-16.00,2.97,37.91,posicion no valida
0.30,0.27,0.78,-5.93,-16.00,-2.55,37.93,posicion no valida
0.29,0.26,0.78,5.15,-1.65,-2.20,37.93,posicion no valida
0.30,0.24,0.79,6.26,1.84,0.49,37.94,posicion no valida
0.29,0.27,0.79,1.29,1.82,-5.27,37.92,posicion no valida
0.29,0.27,0.78,-3.46,-5.86,-3.51,37.95,posicion no valida
0.29,0.27,0.80,3.54,2.54,-0.73,37.92,posicion no valida
0.29,0.27,0.79,-3.00,-0.51,1.02,37.95,posicion no valida
0.29,0.27,0.79,-1.60,8.79,2.05,37.95,posicion no valida
0.28,0.24,0.78,-0.92,14.37,1.07,37.91,posicion no valida
0.29,0.24,0.79,1.67,0.15,-1.66,37.95,posicion no valida
0.29,0.25,0.80,-5.76,3.10,-2.78,37.93,posicion no valida
0.31,0.26,0.80,-2.77,0.96,0.63,37.96,posicion no valida
0.30,0.27,0.78,-3.08,-2.44,1.07,37.94,posicion no valida
0.29,0.27,0.80,3.37,0.02,0.39,37.91,Abajo
0.28,0.25,0.78,-10.26,3.82,-5.42,37.91,posicion no valida
0.28,0.27,0.79,9.57,11.62,-2.74,37.95,posicion no valida
0.28,0.27,0.80,1.97,4.38,-1.56,37.94,posicion no valida
0.29,0.27,0.79,-8.88,0.92,-3.86,37.88,posicion no valida
0.28,0.26,0.79,-7.14,4.05,-0.93,37.94,posicion no valida
0.28,0.26,0.78,-10.98,3.33,-3.49,37.91,posicion no valida
0.29,0.27,0.78,-8.18,10.18,-3.07,37.90,posicion no valida
0.27,0.26,0.79,-8.67,-3.11,-6.10,37.91,posicion no valida
0.29,0.26,0.79,-5.08,7.81,-3.37,37.92,posicion no valida
0.29,0.26,0.79,0.99,-6.69,-3.51,37.94,posicion no valida
0.29,0.25,0.78,5.49,-13.36,1.17,37.92,posicion no valida
0.29,0.26,0.79,0.23,-7.71,1.00,37.90,posicion no valida
0.29,0.27,0.80,6.09,16.00,-1.03,37.92,posicion no valida
0.28,0.27,0.80,1.99,-15.06,-6.05,37.91,posicion no valida
0.27,0.26,0.79,-9.45,6.65,-0.54,37.93,posicion no valida
0.30,0.26,0.79,1.55,-4.09,-0.00,37.91,posicion no valida
0.29,0.25,0.78,-0.36,12.22,1.27,37.91,posicion no valida
0.28,0.25,0.79,-0.53,-4.93,-0.49,37.93,posicion no valida
0.29,0.27,0.80,-1.09,-15.88,-2.20,37.93,posicion no valida
0.29,0.25,0.78,-9.45,3.59,-3.90,37.95,posicion no valida
0.29,0.25,0.78,-8.40,-14.08,-2.15,37.93,posicion no valida
0.29,0.27,0.80,-7.28,12.45,0.58,37.92,Abajo
0.30,0.26,0.80,-9.92,-5.83,-0.98,37.96,posicion no valida
0.28,0.28,0.80,12.29,16.00,-0.39,37.93,posicion no valida
0.29,0.26,0.80,-2.15,6.54,1.36,37.93,posicion no valida
