AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Temp,Posicion
0.52;0.43;1.48;-8.30;-16.00;-4.39;35.67;Abajo
0.59;0.10;0.27;-8.72;-16.00;16.00;35.66;Derecha
0.43;-0.18;-0.21;16.00;-16.00;16.00;35.69;Posición No Válida
1.15;0.14;-0.08;-11.77;16.00;-16.00;35.68;Derecha
0.59;0.23;0.50;6.02;16.00;-16.00;35.66;Derecha
-0.22;0.32;0.59;-16.00;16.00;-16.00;35.68;Posición No Válida
-1.04;0.60;0.02;-16.00;16.00;-16.00;35.66;Frente
-0.81;0.08;-0.63;13.55;16.00;-16.00;35.66;Izquierda
-0.91;0.00;0.01;-16.00;-16.00;16.00;35.64;Izquierda
-0.34;-0.10;0.97;16.00;-16.00;16.00;35.66;Abajo
0.37;0.15;0.57;-3.21;-16.00;16.00;35.64;Posición No Válida
1.03;0.05;0.19;16.00;-16.00;16.00;35.64;Derecha
0.69;-0.11;-0.47;16.00;-16.00;16.00;35.64;Derecha
0.69;0.11;-0.25;16.00;16.00;-16.00;35.65;Derecha
1.60;0.61;0.28;4.66;16.00;-8.29;35.65;Frente
0.33;1.16;0.32;16.00;-16.00;-16.00;35.66;Frente
-0.31;0.37;-1.22;16.00;-8.52;14.78;35.65;Posición No Válida
-0.29;0.89;-0.17;-16.00;-15.95;16.00;35.64;Frente
-0.46;1.55;0.35;-16.00;-2.72;-16.00;35.65;Frente
-0.17;0.17;0.62;-16.00;16.00;16.00;35.64;Posición No Válida
-0.03;-0.13;0.63;-16.00;-16.00;16.00;35.64;Posición No Válida
0.02;-1.05;0.36;-16.00;-16.00;16.00;35.66;Atrás
0.09;-0.80;0.74;16.00;-15.41;-16.00;35.64;Atrás
0.22;-0.19;1.07;16.00;0.22;-16.00;35.68;Abajo
0.13;1.04;0.60;16.00;-11.16;-16.00;35.67;Frente
-0.07;0.85;-0.43;16.00;16.00;-16.00;35.63;Frente
-0.07;0.15;-1.02;16.00;16.00;-16.00;35.62;Posición No Válida
-0.02;1.08;-0.18;-16.00;-16.00;16.00;35.64;Frente
0.30;0.95;0.84;-16.00;-7.17;16.00;35.62;Abajo
0.21;-0.29;0.93;-16.00;16.00;16.00;35.62;Abajo
-0.21;-0.41;0.45;-16.00;16.00;16.00;35.64;Posición No Válida
-0.29;-1.05;-0.09;-16.00;14.64;16.00;35.61;Atrás
-0.20;-1.31;0.51;16.00;-16.00;-16.00;35.63;Atrás
0.30;-0.94;1.09;16.00;-16.00;-16.00;35.64;Abajo
0.17;-0.07;0.98;16.00;-13.38;-16.00;35.65;Abajo
0.00;0.92;0.30;16.00;3.61;-16.00;35.65;Frente
0.00;0.50;-0.26;16.00;16.00;-16.00;35.61;Posición No Válida
-0.01;0.72;-0.64;-16.00;-16.00;16.00;35.61;Frente
0.29;0.90;0.42;-16.00;16.00;16.00;35.61;Frente
0.48;0.03;0.70;-8.17;-16.00;-8.64;35.64;Posición No Válida
0.69;0.09;0.39;-16.00;-16.00;-4.68;35.66;Derecha
0.84;-0.03;-0.20;16.00;-16.00;16.00;35.62;Derecha
0.73;-0.18;-0.58;-4.95;-16.00;10.00;35.60;Derecha
1.21;0.08;0.38;16.00;16.00;-16.00;35.64;Derecha
0.51;0.34;0.63;-12.40;16.00;-3.42;35.64;Derecha
-0.24;0.21;0.93;14.11;16.00;-10.84;35.61;Abajo
-0.67;0.38;0.30;6.10;16.00;-16.00;35.60;Izquierda
-0.86;0.00;-0.54;7.71;-6.33;-10.73;35.61;Izquierda
-0.73;0.55;0.41;-16.00;-16.00;16.00;35.61;Frente
0.17;0.19;0.92;-16.00;-16.00;16.00;35.57;Abajo
0.31;0.02;0.46;-16.00;-16.00;16.00;35.61;Posición No Válida
1.29;0.30;0.05;-3.68;-16.00;16.00;35.61;Derecha
0.64;-0.13;-0.43;11.48;-16.00;16.00;35.62;Derecha
0.95;-0.01;-0.68;14.49;16.00;-16.00;35.64;Derecha
0.35;0.46;0.46;-16.00;16.00;-16.00;35.59;Posición No Válida
-0.23;0.47;1.33;16.00;16.00;-16.00;35.60;Abajo
-0.59;0.48;0.80;-16.00;16.00;-16.00;35.61;Abajo
-0.93;0.13;-0.53;16.00;16.00;-16.00;35.62;Izquierda
-0.65;0.09;0.35;-16.00;-16.00;10.29;35.61;Izquierda
0.18;0.22;0.76;-16.00;-16.00;16.00;35.64;Posición No Válida
0.95;-0.04;0.59;-9.39;-16.00;16.00;35.59;Derecha
1.72;0.19;0.28;16.00;-16.00;11.42;35.60;Derecha
0.40;-0.18;-0.41;16.00;-16.00;16.00;35.60;Posición No Válida
0.93;-0.17;-0.51;10.13;16.00;-16.00;35.58;Derecha
0.70;0.16;0.20;16.00;16.00;-16.00;35.59;Derecha
0.57;1.23;0.48;16.00;16.00;-16.00;35.59;Frente
-0.06;0.87;-0.22;16.00;16.00;-16.00;35.57;Frente
-0.12;0.12;-1.06;16.00;-3.49;6.63;35.60;Posición No Válida
-0.00;0.51;-0.65;-16.00;-16.00;16.00;35.58;Frente
-0.05;0.87;0.22;-16.00;16.00;16.00;35.59;Frente
-0.19;0.41;0.59;-16.00;16.00;6.73;35.58;Posición No Válida
-0.22;-0.22;1.08;-16.00;7.82;5.02;35.61;Abajo
-0.22;-0.39;0.56;-16.00;16.00;16.00;35.54;Posición No Válida
-0.24;-0.87;0.37;-16.00;-16.00;16.00;35.59;Atrás
0.55;-0.70;1.14;16.00;-16.00;-16.00;35.58;Abajo
0.77;0.62;0.99;16.00;-16.00;-16.00;35.56;Abajo
1.12;0.16;0.44;-16.00;-16.00;16.00;35.57;Derecha
0.69;-0.20;-0.34;-9.99;-16.00;16.00;35.59;Derecha
1.07;-0.18;0.18;16.00;16.00;-16.00;35.55;Derecha
0.22;0.04;0.52;-16.00;16.00;-13.66;35.57;Posición No Válida
-0.46;0.87;0.87;9.97;16.00;8.10;35.55;Abajo
-0.66;0.02;0.01;-16.00;16.00;-16.00;35.59;Izquierda
-0.96;0.07;-0.34;16.00;-16.00;16.00;35.57;Izquierda
-0.55;0.09;0.50;-16.00;-16.00;15.90;35.57;Izquierda
0.55;0.52;1.27;-16.00;-16.00;-16.00;35.56;Abajo
0.85;0.20;0.60;-16.00;-16.00;16.00;35.57;Derecha
0.68;-0.12;0.16;16.00;-16.00;16.00;35.57;Derecha
0.90;-0.22;-0.34;4.97;-16.00;16.00;35.56;Derecha
1.02;0.32;0.01;16.00;16.00;-16.00;35.55;Derecha
0.65;0.40;0.47;-11.92;16.00;16.00;35.56;Derecha
0.17;0.77;0.15;16.00;16.00;-16.00;35.54;Frente
-0.06;0.56;-0.67;16.00;16.00;-16.00;35.55;Frente
-0.21;0.71;-0.82;-16.00;-16.00;-9.71;35.59;Frente
0.00;0.00;0.00;0.00;0.00;0.00;0.00;Posición No Válida
0.37;0.14;0.80;16.00;9.22;-8.59;35.59;Posición No Válida
0.41;0.18;0.76;15.97;-8.15;7.22;35.65;Posición No Válida
0.34;0.18;0.84;2.88;12.98;-1.85;35.68;Abajo
0.19;-0.20;0.90;-16.00;16.00;-16.00;35.66;Abajo
-0.06;0.23;0.80;16.00;16.00;-16.00;35.69;Abajo
0.11;0.44;-0.09;16.00;16.00;-16.00;35.69;Posición No Válida
-0.21;0.93;0.29;-16.00;13.59;16.00;35.70;Frente
-0.01;0.33;1.25;-16.00;-16.00;16.00;35.70;Abajo
0.15;-0.03;1.14;-16.00;16.00;-5.88;35.71;Abajo
-0.80;-0.17;1.01;-16.00;16.00;-10.88;35.71;Abajo
-0.52;-0.08;-0.36;-16.00;16.00;16.00;35.71;Izquierda
-0.61;-0.03;0.15;16.00;-16.00;-16.00;35.73;Izquierda
-0.03;-0.09;0.87;-16.00;-16.00;-3.17;35.73;Abajo
-0.20;-0.30;0.80;-16.00;-4.91;-6.34;35.74;Posición No Válida
-0.25;-1.08;0.22;-16.00;-10.48;-16.00;35.73;Atrás
-0.01;-0.96;-0.37;-16.00;-5.62;-16.00;35.73;Atrás
0.02;-1.04;0.13;16.00;16.00;11.95;35.76;Atrás
-0.03;-0.54;0.75;16.00;3.00;-16.00;35.77;Atrás
-0.05;-0.17;1.02;13.21;-16.00;2.34;35.74;Abajo
0.63;-0.17;0.93;16.00;-16.00;-16.00;35.73;Abajo
0.73;0.05;0.29;11.31;-16.00;14.98;35.77;Derecha
0.56;0.09;0.41;-16.00;16.00;-11.71;35.72;Derecha
0.41;-0.10;0.94;-16.00;16.00;15.92;35.72;Abajo
0.09;-0.23;0.98;16.00;-7.77;-16.00;35.75;Abajo
0.23;0.05;1.10;16.00;16.00;16.00;35.75;Abajo
-0.08;0.35;0.34;16.00;-0.50;-16.00;35.76;Posición No Válida
-0.05;0.80;0.37;-16.00;-16.00;16.00;35.72;Frente
-0.13;1.11;0.31;16.00;16.00;-16.00;35.71;Frente
0.08;0.86;-0.06;16.00;-16.00;16.00;35.73;Frente
0.24;0.79;-0.24;-16.00;16.00;-16.00;35.73;Frente
0.35;0.83;1.29;-16.00;-16.00;16.00;35.75;Abajo
-0.01;0.23;1.01;-16.00;16.00;-16.00;35.77;Abajo
-0.05;-0.16;0.86;-16.00;16.00;-7.61;35.74;Abajo
-0.16;-0.46;0.74;-16.00;16.00;-16.00;35.75;Posición No Válida
0.11;-0.93;0.81;-16.00;11.97;-16.00;35.76;Abajo
0.03;-0.91;0.23;16.00;16.00;15.32;35.74;Atrás
0.19;-0.32;1.18;16.00;-16.00;-16.00;35.75;Abajo
0.03;-0.04;0.94;10.08;-16.00;-3.91;35.73;Abajo
-0.67;-0.09;1.28;-6.90;16.00;-6.29;35.73;Abajo
-0.59;-0.06;-0.19;-16.00;16.00;16.00;35.77;Izquierda
-0.92;0.00;-0.31;-16.00;-16.00;7.27;35.73;Izquierda
-0.93;-0.20;0.92;-16.00;-16.00;-1.27;35.75;Abajo
0.17;0.05;1.28;16.00;-16.00;5.22;35.77;Abajo
0.58;0.10;0.59;-12.79;-16.00;16.00;35.76;Derecha
0.25;-0.16;0.79;-16.00;16.00;-16.00;35.73;Posición No Válida
-0.16;-0.04;0.93;16.00;16.00;0.85;35.75;Abajo
-0.26;0.27;0.94;2.12;-10.45;-16.00;35.75;Abajo
-0.02;0.22;0.96;16.00;-16.00;-16.00;35.72;Abajo
-0.22;0.37;0.70;-16.00;16.00;16.00;35.72;Posición No Válida
-0.11;0.79;0.47;16.00;-16.00;16.00;35.73;Frente
-0.12;0.96;-0.20;16.00;16.00;-16.00;35.73;Frente
0.02;0.62;-0.08;-16.00;16.00;-16.00;35.73;Frente
-0.06;0.31;0.72;-16.00;16.00;6.63;35.78;Posición No Válida
-0.60;-0.02;0.97;-16.00;16.00;-16.00;35.76;Abajo
-0.61;-0.04;0.28;-16.00;16.00;16.00;35.77;Izquierda
-0.78;-0.02;-0.38;14.61;-16.00;16.00;35.75;Izquierda
-1.45;0.29;0.96;-16.00;-16.00;16.00;35.75;Abajo
-0.12;-0.24;0.78;-16.00;-13.34;-16.00;35.75;Posición No Válida
-0.37;-0.62;0.29;-16.00;-15.98;-16.00;35.75;Atrás
-0.05;-1.01;-0.06;9.48;16.00;8.68;35.73;Atrás
-0.22;-0.97;0.30;16.00;16.00;11.85;35.76;Atrás
-0.47;-0.74;0.31;16.00;-16.00;16.00;35.76;Atrás
-0.05;-0.09;0.93;16.00;-16.00;15.27;35.76;Abajo
0.21;0.06;0.52;16.00;-16.00;16.00;35.75;Posición No Válida
0.65;0.27;0.26;1.99;-16.00;-4.29;35.73;Derecha
0.41;0.19;0.29;-16.00;16.00;-16.00;35.74;Posición No Válida
0.51;0.04;1.68;-16.00;16.00;16.00;35.75;Abajo
-0.20;-0.02;1.20;16.00;15.81;-9.47;35.77;Abajo
-0.30;0.07;0.21;16.00;-16.00;16.00;35.75;Posición No Válida
-0.08;0.98;-0.10;16.00;3.15;3.71;35.74;Frente
-0.07;0.64;-0.24;-16.00;16.00;-4.49;35.75;Frente
-0.18;-0.26;0.96;-16.00;-16.00;16.00;35.75;Abajo
-0.14;-0.23;0.93;16.00;16.00;-16.00;35.77;Abajo
-1.20;-0.34;0.92;-16.00;16.00;16.00;35.75;Abajo
-0.95;-0.17;-0.42;13.98;10.80;16.00;35.71;Izquierda
-0.50;0.00;0.34;16.00;-16.00;16.00;35.77;Posición No Válida
-0.44;-0.19;0.90;-13.04;16.00;-16.00;35.76;Abajo
-0.41;0.36;1.06;16.00;-16.00;16.00;35.74;Abajo
0.68;0.18;0.24;1.61;-16.00;-16.00;35.73;Derecha
0.14;0.03;0.16;-16.00;16.00;9.51;35.74;Posición No Válida
0.21;-0.09;1.23;-16.00;16.00;16.00;35.73;Abajo
-0.43;-0.18;0.81;-16.00;-16.00;-16.00;35.70;Abajo
-0.35;-0.80;0.74;-16.00;-16.00;16.00;35.75;Atrás
-0.22;-1.05;-0.01;16.00;5.04;-12.49;35.75;Atrás
-0.17;-0.75;0.98;16.00;0.52;-5.51;35.71;Abajo
0.01;0.15;1.17;-16.00;-16.00;16.00;35.73;Abajo
0.11;0.31;0.72;4.41;-16.00;-16.00;35.74;Posición No Válida
-0.26;1.21;1.49;16.00;16.00;6.66;35.75;Abajo
0.04;0.09;-0.48;16.00;16.00;-4.23;35.74;Posición No Válida
-0.41;0.37;1.93;-16.00;-16.00;16.00;35.73;Abajo
-0.22;-0.53;0.32;16.00;-1.59;-16.00;35.71;Atrás
-0.61;-1.08;1.83;-16.00;-16.00;16.00;35.74;Abajo
-0.15;-0.23;0.57;16.00;-16.00;-12.54;35.76;Posición No Válida
0.01;-0.42;0.28;-16.00;-16.00;16.00;35.72;Posición No Válida
-1.16;0.03;1.36;16.00;16.00;-16.00;35.76;Abajo
-0.50;-0.11;-0.34;16.00;16.00;16.00;35.71;Izquierda
-0.53;-0.09;-0.21;-16.00;-16.00;-16.00;35.77;Izquierda
-0.21;0.04;1.80;16.00;-16.00;-16.00;35.72;Abajo
0.82;0.22;0.16;16.00;-16.00;-16.00;35.75;Derecha
0.76;0.11;0.11;-16.00;0.14;-8.10;35.73;Derecha
-0.45;-0.35;2.00;-16.00;16.00;16.00;35.73;Abajo
-0.21;-0.29;0.85;16.00;-16.00;-9.17;35.72;Abajo
-0.20;-0.15;1.04;16.00;-5.51;-16.00;35.70;Abajo
-0.11;0.81;-0.30;-6.81;-1.99;8.83;35.71;Frente
0.16;0.54;0.63;-16.00;-16.00;16.00;35.75;Frente
-0.02;0.10;0.88;-16.00;16.00;16.00;35.73;Abajo
0.14;-0.72;0.98;-16.00;15.17;12.88;35.75;Abajo
-0.25;-0.81;0.20;16.00;11.97;15.88;35.72;Atrás
-0.17;-0.80;1.00;16.00;-11.72;16.00;35.73;Abajo
-0.23;0.06;0.83;4.58;16.00;-16.00;35.74;Abajo
-1.33;-0.29;0.54;-16.00;16.00;-16.00;35.73;Izquierda
-0.84;0.01;-0.47;-12.24;16.00;13.00;35.75;Izquierda
-0.71;-0.11;-0.25;16.00;-16.00;-3.95;35.74;Izquierda
-0.76;0.14;1.40;-16.00;-16.00;16.00;35.72;Abajo
0.54;0.28;1.90;16.00;-16.00;-16.00;35.73;Abajo
0.70;0.27;0.13;16.00;-16.00;-4.49;35.71;Derecha
-0.25;-0.33;0.34;-16.00;16.00;16.00;35.74;Posición No Válida
0.08;-0.20;1.12;15.21;16.00;-16.00;35.75;Abajo
-0.33;0.48;1.61;16.00;-16.00;-16.00;35.71;Abajo
-0.44;0.74;-0.57;16.00;-16.00;-16.00;35.72;Frente
-0.26;0.78;-0.43;-16.00;16.00;16.00;35.72;Frente
0.09;1.36;1.65;-16.00;6.81;16.00;35.77;Abajo
0.12;-0.68;0.75;-16.00;-16.00;15.95;35.75;Atrás
-0.19;-1.02;0.03;-16.00;-16.00;-6.34;35.75;Atrás
0.01;-0.32;1.26;16.00;16.00;-16.00;35.72;Abajo
0.18;0.12;0.96;16.00;-16.00;-15.91;35.73;Abajo
-0.37;-0.16;1.05;-16.00;16.00;-3.27;35.72;Abajo
-0.65;0.00;0.16;-16.00;16.00;16.00;35.71;Izquierda
-0.62;0.11;-0.10;16.00;-16.00;16.00;35.73;Izquierda
-0.11;0.66;1.81;12.92;-16.00;6.26;35.75;Abajo
0.99;0.13;1.44;-16.00;-16.00;-16.00;35.74;Abajo
0.47;0.21;-0.01;16.00;-16.00;-16.00;35.73;Posición No Válida
0.69;0.31;-0.05;-2.41;16.00;10.83;35.72;Derecha
0.61;0.50;1.70;-16.00;16.00;-16.00;35.73;Abajo
-0.06;-0.17;0.99;16.00;-16.00;1.93;35.70;Abajo
-0.20;0.22;1.48;16.00;-16.00;16.00;35.71;Abajo
-0.37;0.82;-0.54;16.00;-16.00;-16.00;35.66;Frente
-0.11;0.80;-0.33;-16.00;16.00;11.01;35.73;Frente
-0.29;0.26;1.07;-16.00;16.00;-16.00;35.70;Abajo
-0.15;-1.13;0.64;-16.00;-16.00;-16.00;35.70;Atrás
0.00;-0.82;0.20;-16.00;16.00;0.54;35.72;Atrás
-0.27;-0.79;0.20;16.00;5.30;16.00;35.73;Atrás
-0.30;-1.40;-0.04;16.00;16.00;-14.25;35.68;Atrás
0.95;-0.16;1.75;16.00;-16.00;-16.00;35.71;Abajo
0.78;0.20;0.18;16.00;-16.00;-16.00;35.71;Derecha
0.69;0.13;-0.05;-16.00;16.00;1.07;35.70;Derecha
-0.06;0.29;1.70;-16.00;16.00;-16.00;35.72;Abajo
-0.61;-0.14;1.00;-8.97;16.00;-16.00;35.71;Abajo
-0.72;0.00;0.17;16.00;16.00;16.00;35.73;Izquierda
-0.64;0.24;-0.69;16.00;-16.00;-16.00;35.69;Izquierda
-0.63;-0.09;-0.46;-16.00;-16.00;-16.00;35.70;Izquierda
-0.65;-0.14;1.32;-16.00;-16.00;-16.00;35.68;Abajo
0.17;-0.20;0.77;-16.00;2.63;16.00;35.68;Posición No Válida
0.07;0.53;1.28;16.00;16.00;16.00;35.68;Abajo
-0.15;0.62;-0.40;16.00;15.09;-16.00;35.67;Frente
-0.11;0.12;0.46;-16.00;-16.00;16.00;35.70;Posición No Válida
0.30;-0.87;1.23;-16.00;16.00;16.00;35.70;Abajo
-0.28;-0.84;0.12;13.68;-16.00;5.37;35.71;Atrás
-0.28;-1.09;0.69;16.00;16.00;-16.00;35.72;Atrás
-0.21;0.13;1.00;-16.00;-16.00;7.22;35.69;Abajo
0.28;0.24;1.19;16.00;-16.00;16.00;35.69;Abajo
0.68;0.18;0.13;-16.00;3.23;14.59;35.70;Derecha
0.29;-0.20;1.30;-16.00;16.00;-14.75;35.71;Abajo
-0.23;-0.06;1.06;16.00;16.00;-16.00;35.69;Abajo
-1.32;-0.03;0.63;-16.00;16.00;16.00;35.65;Izquierda
-0.52;0.11;-0.37;-16.00;16.00;16.00;35.70;Izquierda
-0.68;0.10;-0.41;-16.00;-16.00;-15.42;35.70;Izquierda
-0.94;-0.16;0.60;13.00;-16.00;-16.00;35.71;Izquierda
-0.72;-0.40;0.64;16.00;-16.00;9.41;35.66;Izquierda
0.04;0.16;0.98;16.00;7.37;-4.05;35.66;Abajo
0.02;0.38;0.43;16.00;-6.64;-16.00;35.70;Posición No Válida
-0.24;0.77;-0.38;-16.00;1.31;1.46;35.69;Frente
-0.44;-0.07;0.60;-16.00;16.00;16.00;35.69;Posición No Válida
0.00;-0.27;1.00;-16.00;-16.00;-16.00;35.71;Abajo
0.31;-0.16;1.09;16.00;-16.00;-16.00;35.68;Abajo
0.72;0.24;0.12;16.00;-16.00;-16.00;35.69;Derecha
0.69;0.28;0.26;-16.00;16.00;7.22;35.70;Derecha
0.18;0.45;1.30;-16.00;16.00;-16.00;35.70;Abajo
-0.26;-0.20;0.76;-16.00;-16.00;-6.40;35.66;Posición No Válida
-0.36;-0.73;0.61;-16.00;-16.00;-10.67;35.68;Atrás
-0.20;-0.88;0.24;16.00;8.69;-0.25;35.67;Atrás
-0.36;-0.72;0.94;16.00;-16.00;16.00;35.67;Abajo
-0.11;0.10;0.91;-16.00;3.83;-16.00;35.67;Abajo
-0.61;0.03;0.98;-16.00;16.00;-16.00;35.69;Abajo
-0.53;0.08;0.30;16.00;16.00;16.00;35.70;Izquierda
-0.90;0.12;-0.31;16.00;-16.00;-16.00;35.66;Izquierda
-1.10;-0.04;-0.04;-16.00;-16.00;7.85;35.66;Izquierda
-0.90;-0.08;0.39;-16.00;-16.00;-16.00;35.66;Izquierda
-0.40;-0.14;0.92;16.00;-16.00;-9.56;35.69;Abajo
-0.27;0.06;0.80;16.00;-16.00;16.00;35.66;Posición No Válida
-0.16;0.61;1.07;16.00;16.00;2.88;35.68;Abajo
-0.07;0.67;-0.00;16.00;12.04;16.00;35.68;Frente
0.04;0.79;-0.07;-16.00;-4.45;16.00;35.67;Frente
-0.20;0.24;1.32;-16.00;-16.00;-0.20;35.68;Abajo
-0.24;-0.24;0.99;-16.00;4.21;-16.00;35.68;Abajo
-0.56;-0.28;1.08;-16.00;16.00;16.00;35.65;Abajo
-0.60;0.13;-0.23;-16.00;16.00;-3.51;35.65;Izquierda
-0.67;-0.36;0.24;16.00;-16.00;-16.00;35.64;Izquierda
-0.38;-0.04;0.88;-16.00;-16.00;15.85;35.67;Abajo
0.72;-0.21;0.78;16.00;-16.00;16.00;35.68;Derecha
0.67;-0.02;0.19;16.00;-16.00;-14.44;35.67;Derecha
0.27;-0.16;0.37;-16.00;16.00;16.00;35.66;Posición No Válida
0.18;-0.06;1.13;16.00;16.00;-16.00;35.64;Abajo
-0.30;-1.02;0.55;-16.00;14.30;-16.00;35.66;Atrás
-0.18;-0.95;-0.05;-16.00;-14.32;-9.41;35.67;Atrás
-0.06;-1.09;-0.01;16.00;-1.82;1.22;35.66;Atrás
-0.02;-1.37;0.56;16.00;-16.00;-16.00;35.66;Atrás
-0.09;0.10;0.91;16.00;16.00;-16.00;35.66;Abajo
-0.80;-0.03;0.96;-16.00;16.00;-16.00;35.67;Abajo
-0.65;-0.06;-0.34;-16.00;16.00;16.00;35.66;Izquierda
-0.40;0.00;-0.14;16.00;-16.00;-16.00;35.64;Posición No Válida
-0.08;-0.18;1.18;-16.00;16.00;-16.00;35.67;Abajo
0.17;-0.12;1.37;16.00;-16.00;-16.00;35.65;Abajo
0.43;0.13;0.36;16.00;-16.00;-16.00;35.66;Posición No Válida
0.02;-0.07;0.32;-16.00;16.00;16.00;35.66;Posición No Válida
0.23;-0.67;1.19;-16.00;16.00;16.00;35.65;Abajo
-0.17;-0.18;1.85;16.00;16.00;-16.00;35.66;Abajo
-0.09;0.44;-0.04;16.00;-6.31;16.00;35.65;Posición No Válida
-0.11;-0.61;0.68;-16.00;7.71;-16.00;35.63;Atrás
-0.35;-1.33;0.40;-16.00;16.00;-13.51;35.65;Atrás
-0.15;-0.82;-0.25;-16.00;-16.00;-5.56;35.64;Atrás
-0.29;-0.81;0.82;16.00;16.00;-5.56;35.64;Abajo
-0.04;-0.02;0.55;16.00;16.00;-11.66;35.64;Posición No Válida
-0.47;0.14;0.96;-16.00;16.00;5.51;35.62;Abajo
-0.40;-0.16;0.03;-16.00;16.00;-16.00;35.64;Posición No Válida
-0.76;-0.02;-0.72;16.00;-16.00;-12.15;35.65;Izquierda
-0.86;-0.26;0.73;-16.00;-16.00;-16.00;35.62;Izquierda
0.06;-0.20;1.15;16.00;-16.00;-9.42;35.64;Abajo
0.51;-0.20;0.66;16.00;-16.00;16.00;35.64;Derecha
0.57;-0.01;0.38;3.52;14.68;-16.00;35.62;Derecha
0.10;0.03;0.56;-16.00;16.00;-16.00;35.61;Posición No Válida
-0.02;-0.62;1.15;-16.00;-16.00;16.00;35.64;Abajo
-0.17;-0.25;1.86;16.00;-4.23;-16.00;35.63;Abajo
-0.12;0.66;0.17;16.00;-16.00;16.00;35.63;Frente
-0.07;0.09;-0.08;-16.00;16.00;-16.00;35.65;Posición No Válida
-0.24;-0.23;1.54;-16.00;-16.00;16.00;35.61;Abajo
-0.12;-1.23;-0.03;-16.00;16.00;-15.06;35.64;Atrás
-0.17;-0.88;-0.58;-16.00;-16.00;12.98;35.62;Atrás
-0.26;-0.85;0.12;16.00;6.65;16.00;35.65;Atrás
-0.02;-0.86;0.45;16.00;-16.00;-6.69;35.66;Atrás
-0.54;-0.09;0.95;16.00;16.00;-6.88;35.64;Abajo
-0.66;-0.08;-0.12;-16.00;16.00;16.00;35.64;Izquierda
-0.45;-0.14;-0.06;-16.00;-16.00;-16.00;35.65;Posición No Válida
0.20;-0.21;1.55;16.00;-16.00;16.00;35.64;Abajo
0.61;0.13;0.37;16.00;-16.00;-16.00;35.65;Derecha
0.15;-0.02;0.17;-16.00;16.00;14.54;35.61;Posición No Válida
0.91;-0.41;1.29;-16.00;16.00;10.98;35.61;Abajo
0.08;-0.36;1.97;16.00;16.00;-10.44;35.65;Abajo
-0.06;0.64;0.09;16.00;-16.00;16.00;35.61;Frente
-0.08;0.21;-0.06;-16.00;16.00;-16.00;35.61;Posición No Válida
-0.29;-0.49;0.84;-16.00;-16.00;16.00;35.64;Abajo
-0.27;-1.36;0.38;-16.00;9.59;-16.00;35.63;Atrás
-0.09;-0.88;-0.38;-12.91;-2.04;-1.37;35.61;Atrás
-0.20;-0.96;-0.05;16.00;-16.00;11.95;35.61;Atrás
-0.18;-0.94;0.53;16.00;2.59;-10.39;35.62;Atrás
-0.24;0.17;0.98;16.00;-16.00;3.90;35.60;Abajo
-1.18;-0.09;0.94;-16.00;16.00;-16.00;35.61;Abajo
-0.80;-0.08;-0.35;-10.48;-11.27;6.63;35.61;Izquierda
-0.82;-0.26;0.60;-16.00;-16.00;-8.54;35.62;Izquierda
-0.28;-0.16;0.93;-14.69;-16.00;16.00;35.59;Abajo
0.56;-0.03;0.79;16.00;-16.00;1.27;35.61;Derecha
0.58;0.04;0.47;14.78;-16.00;-14.69;35.61;Derecha
-0.02;0.05;0.51;-16.00;16.00;-10.73;35.61;Posición No Válida
0.15;-0.33;1.38;-16.00;-16.00;16.00;35.58;Abajo
-0.12;0.26;1.82;16.00;16.00;-16.00;35.59;Abajo
-0.19;0.63;0.05;16.00;-7.83;16.00;35.60;Frente
0.07;0.21;-0.01;-16.00;16.00;-16.00;35.62;Posición No Válida
-0.36;-0.37;1.38;-16.00;-16.00;-7.22;35.62;Abajo
-0.07;-1.23;-0.05;-16.00;1.43;-7.90;35.57;Atrás
-0.12;-0.84;-0.27;-16.00;-12.36;-9.95;35.59;Atrás
-0.20;-0.85;0.48;16.00;16.00;-16.00;35.62;Atrás
-0.25;-0.35;0.91;16.00;-16.00;3.61;35.61;Abajo
-0.21;0.07;1.03;-16.00;16.00;16.00;35.62;Abajo
-0.87;-0.14;0.57;-16.00;16.00;11.61;35.60;Izquierda
-0.64;-0.09;-0.46;7.37;-9.80;-15.12;35.58;Izquierda
-1.04;-0.20;1.12;-16.00;-16.00;16.00;35.58;Abajo
0.17;-0.20;1.25;16.00;-16.00;-16.00;35.59;Abajo
0.49;0.06;0.67;16.00;-16.00;-16.00;35.58;Posición No Válida
0.36;0.10;0.45;14.78;4.96;-13.03;35.59;Posición No Válida
-0.03;-0.06;0.67;-16.00;16.00;16.00;35.59;Posición No Válida
-0.30;-0.55;0.98;-16.00;-16.00;-16.00;35.61;Abajo
-0.25;-0.16;1.31;16.00;-16.00;3.76;35.58;Abajo
-0.04;0.64;0.10;16.00;-7.77;-10.44;35.60;Frente
0.01;0.93;-0.00;-16.00;16.00;-16.00;35.56;Frente
-0.35;0.41;0.96;-16.00;16.00;-16.00;35.56;Abajo
-0.23;-0.07;0.90;-16.00;8.42;2.15;35.57;Abajo
-0.12;-1.23;0.34;-16.00;16.00;-16.00;35.61;Atrás
-0.09;-0.89;-0.18;-16.00;-16.00;12.32;35.58;Atrás
-0.12;-0.94;-0.30;16.00;1.83;13.42;35.57;Atrás
